수집일자,게임명,영상ID,영상제목,영상설명,게시일,채널ID,채널명,태그,카테고리ID,썸네일URL,defaultLanguage,duration,영상길이(초),영상길이(표시),dimension,definition,caption,licensedContent,privacyStatus,madeForKids,viewCount,likeCount,commentCount,구독자수,채널총조회수,채널업로드영상수,채널개설일,자막유형
2025-05-18,배틀그라운드,KyebU1-jld4,키보토스 배틀그라운드 | 아즈사의 바니바니 어택,"#Roblox #키보토스배틀그라운드 #RangiChorok
""Kivotos Battlegrounds""

아즈사로 딜러로 플레이하는 것이 요즘 인생의 낙입니다.
아즈사는 제 딸입니다아!!!!",2024-01-01T00:42:52Z,UCHTZLlqFtVaCqj0JlcfUUUg,Chorok Rangi,,20,https://i.ytimg.com/vi/KyebU1-jld4/hqdefault.jpg,,PT13M21S,801,13:21,,,,,,,292,1,2,180,205470.0,808.0,,skip
2025-05-18,배틀그라운드,TsaA-sAszFM,배틀그라운드 새해 첫 무비 chxnma #105 #천마,bgm : Sia - Move Your Body (Alan Walker Remix),2024-01-01T02:44:01Z,UC7AIut95lE_1X30iZULTbzA,BJ천마,,20,https://i.ytimg.com/vi/TsaA-sAszFM/hqdefault.jpg,,PT4M1S,241,04:01,,,,,,,107,3,2,53,15179.0,107.0,,skip
2025-05-18,배틀그라운드,wUjQDGTjdrU,2023 한일 e-Sports 교류회 - 배틀그라운드,"한국의 배틀그라운드, 일본의 스트리트 파이터 6를 함께 즐기며 한일 양국 국민간의 우애를 다지는 시간 한일 e-Sports 교류회

韓国のPUBG、日本のストリートファイター6を一緒に楽しみながら両国間の友愛を深める時間、韓日e-Sports 交流会",2024-01-01T03:11:05Z,UCaGIYs5SVep-zUOH-2xlnCg,주삿포로 대한민국 총영사관(駐札幌大韓民国総領事館),"배틀그라운드, 배그, 배그 모바일, 배틀그라운드 모바일, PUBG, PUBG 모바일, PUBG MOBILE, シンイチロ, #신정민, #채민준",22,https://i.ytimg.com/vi/wUjQDGTjdrU/hqdefault.jpg,,PT39M34S,2374,39:34,,,,,,,71,5,0,756,278226.0,18.0,,skip
2025-05-18,롤,gwtwipQAXI4,동생들과 리그오브레전드 미쳐버린 아레나,"구독하여 나에게 힘을,,,
이게 잘 모르는 상태로 모여서해야 잼는듯?





🎵Music provided by 브금대통령
🎵Track : FAIL -  https://youtu.be/h4DKi2eUnH8",2024-01-01T06:47:35Z,UCsPIDMzLIyragYlJ7heLJsw,쥉이,"#리그오브레전드, #롤, #협곡, #아레나",20,https://i.ytimg.com/vi/gwtwipQAXI4/hqdefault.jpg,,PT15M32S,932,15:32,,,,,,,396,2,0,22,10002.0,26.0,,skip
2025-05-18,FC온라인,HvZ1A-ahhEE,레전드 공격수.. 물론 다른 의미로ㅣFC온라인,"새해 복 많이 받으세영 여러분들
레츠고 강원9 이전 녹화 영상입니다!
(11월 3일 녹화 영상)
4분 10초에 넘기기 4분 44초네영 오타 죄송함다!
FC온라인 강원 FC 구단주 중 가장 실력이 좋은(?)
트위치, 킥, 아프리카에서 방송하는 노가노입니다 많이 놀러와주세요!
트위치 : https://www.twitch.tv/rgh1324
킥 : https://kick.com/rgh1324
아프리카 : https://bj.afreecatv.com/rgh1324

문의 : rgh1324@naver.com

#FConline #FC온라인 #노가노 #강원FC

ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ
레츠고 강원9 선수 소개 영상
https://youtu.be/uNhlNcDdrkU

🎵Music provided by 브금대통령🎵
https://www.youtube.com/@bgmpresident/videos
👑 MUSIC PROVIDED BY 음악왕 김체육
https://www.youtube.com/@musickim",2024-01-01T09:15:02Z,UCl-VnCUwSxDr5zPu-YlDUYw,노가노 유튜브,"강원FC, 강원도, 감아차기, 피파4, 피파온라인4, FIFA4",20,https://i.ytimg.com/vi/HvZ1A-ahhEE/hqdefault.jpg,,PT8M37S,517,08:37,,,,,,,2606,27,14,12600,18793758.0,961.0,,skip
2025-05-18,롤,Cm4k0uN1vDY,God Level Irelia - irelking3 | League of Legends | 리그 오브 레전드 #leagueoflegends #irelking #irelia,God Level Irelia - irelking3 | League of Legends | 리그 오브 레전드 #leagueoflegends #irelking #irelia,2024-01-01T09:52:00Z,UCbJdjkPgsyfEPpavyVku3YQ,HardGame,"league of legends, league of legends guide, lol, league of legends tips, baus, thebausffs, sion, thebausff, riot games, thebausffs sion, lol esports, league of legends gameplay, teemo top, irelia, ap, riot, riotgames, riotgame, лига легенд, faker, lolesports, t1, yasuo, gumayusi, skt t1, lck, 리그 오브 레전드, 리그오브레전드, 라이엇 게임즈, league of legends korea, korea, lol korea, skt, lck 스프링, zeus, t1 zeus, irelking, irelia montage, challenger, tyler1, tyler, solarbacca, irelia top, irelia guide, 이렐킹, irelia lol",20,https://i.ytimg.com/vi/Cm4k0uN1vDY/hqdefault.jpg,,PT10M41S,641,10:41,,,,,,,650,8,0,94,186373.0,100.0,,skip
2025-05-18,서든,oxBvpGfpJvQ,현시즌 랭킹 8등의 품격 [서든어택],"구독,좋아요 알람설정은 사랑입니다~♥


생방송: afreecatv.com/hunywoo923



🎵BGM - 브금대통령
🎵BGM - Music Playlist by http://reurl.kr/1A02CADECG

#서든 #서든어택  #랭크전 #대룰",2024-01-01T10:00:25Z,UCdAUfL7m2dRmq4MMautH1oA,포뇨꿀꿀,"서든, 서든어택, 서든어택 랭크전, 랭크전, 불레전드, 챔스리거, 포뇨, 장근, 킥스나, 레일리, 위티, 핵의심, 핵스나, 미키, 미키스나, 서든 핵쟁이, 서든 오프인증, 오프인증, 랭크전 배치고사, 서든 챔스리거, 서든 챔스, 서든어택 킥스나, 서든어택 장근, 서든어택 위티, 서든어택 포뇨, 사신클랜, 불전드, 불레, 서든 불레, 서든 잘하는법, 서든 스나, 서든 라플, 스나 매드무비, 라플 매드무비, 랭크전 하이라이트",22,https://i.ytimg.com/vi/oxBvpGfpJvQ/hqdefault.jpg,,PT8M59S,539,08:59,,,,,,,4758,34,43,2780,1600398.0,175.0,,skip
2025-05-18,FC온라인,N-98_i9j7KE,포를란을 쓰는 이유 !! 23HR 포를란 금카 영입 후 플레이 하니 상대방 멘탈 나감 ㅋㅋ [피파온라인4 FC온라인],"🎵Music provided by 브금대통령
🎵Track : Simple Cannon - https://www.youtube.com/watch?v=RFDuzbSoU6Q&t
🎵Track : 브금의숲 - https://www.youtube.com/watch?v=bVMW54kAO94

#포를란 #fc온라인 #피파4",2024-01-01T11:42:37Z,UCgSZjBpB_UbVBXGoTV1hu9A,핫스의 게임채널,"포를란, HR포를란 금카, 포를란 8카, 포를란 금카, 피파온라인4, FC온라인, 피파4, 인테르 포를란",20,https://i.ytimg.com/vi/N-98_i9j7KE/hqdefault.jpg,,PT8M3S,483,08:03,,,,,,,5954,25,19,4930,3033155.0,101.0,,skip
2025-05-18,FC온라인,1LvRUGhgkHo,"스팔레티의 나폴리 전술, FC온라인에서 구현해보기","#피파4 ,#피파온라인4 ,#피파전술 ,#fconline ,#축구전술 ,#fconline전술, #나폴리, #나폴리우승, #스팔레티, #스팔레티감독, #축구감독, #김민재나폴리, #나폴리스쿼드

본 영상에는 클로바더빙(CLOVA Dubbing)의 AI 보이스가 사용되었습니다.
#클로바더빙 #진우
바로 가기 URL: https://clovadubbing.naver.com",2024-01-01T12:49:23Z,UCiVhcaSG6HJhWF-q2JQGkQg,피파분석관,,22,https://i.ytimg.com/vi/1LvRUGhgkHo/hqdefault.jpg,,PT10M51S,651,10:51,,,,,,,8193,86,21,5540,1279277.0,284.0,,skip
2025-05-18,FC온라인,G0C2kdCvZt0,#fc온라인  (#피파온라인4 )  PC방 버닝위크 이벤트 빠칭코 30번 참여보상 최대 금카팩 상자로 다 받았다!!의 현실!,,2024-01-01T18:38:17Z,UCjEG-VMXaxIxiTXMbu_kH7w,잠자는득구,"PC방, 버닝, 위크, 이벤트, 금카",20,https://i.ytimg.com/vi/G0C2kdCvZt0/hqdefault.jpg,,PT4M12S,252,04:12,,,,,,,548,0,1,197,783433.0,1011.0,,skip
2025-05-18,FC온라인,bRLNR1vYOjA,다음 시즌 EPL 복귀 유력! 10금카 레스터시티 스쿼드 [FC온라인],"#fc온라인 #레스터시티스쿼드 #비주류스쿼드 #피파온라인4 #슈퍼챔피언스 #돌철 

0:00 하이라이트
0:30 팀 소개
4:26 출정식 시작
10:43 최종 리뷰

스쿼드, 강화, 패키지 스케줄 맡기고 싶으신 분들은 
카카오톡 플러스친구 ""유튜브 돌철"" 검색 후 톡 보내주세요~
카카오톡 플러스친구 링크 http://pf.kakao.com/_TYZhxj",2024-01-01T22:06:57Z,UCEjX44pQ3tX-jbiSEUPwCiQ,돌철,"레스터시티 스쿼드, 레스터 스쿼드, 10조 스쿼드, 10금카 스쿼드, cc알랭 그라델, cc막스 알랭 그라델, dc케인, cc오카자키 신지, cc신지, wc22틸레만스, 23hw 카스타뉴, 23hw 파스, 23hw 파스 금카, 23hw 카스타뉴 금카, 22챔 포파나, 22챔 포파나 금카, mog캉테, mog캉테 금카, 10조 레스터시티, 8금카 레스터시티, 8금카 스쿼드, 돌철, 슈퍼 챔피언스, 피파 웃긴 영상, 피파, 피파4, 피파온라인4, FC온라인, fc온라인, 피파 슈챔",20,https://i.ytimg.com/vi/bRLNR1vYOjA/hqdefault.jpg,,PT14M37S,877,14:37,,,,,,,4942,19,6,6330,7592808.0,1087.0,,skip
2025-05-18,서든,KrAGfUQ_RHc,[서든어택] 신청자 피셜 역대급 계정을 한번 리뷰 해봤습니다 캐릭터가...ㄷㄷ,"채널에 가입하여 혜택을 누려보세요.
https://www.youtube.com/channel/UCUn1chtVQRdGMF4wRT9wHNQ/join",2024-01-02T03:00:10Z,UCUn1chtVQRdGMF4wRT9wHNQ,강혜준,"서든어택, 서든, 혜준, A보급창고, 제3보급창고, 힝ㅠ, 강혜준, 혜성, 랭크전, 대룰, 혜준힝, 슉맨, sudden",20,https://i.ytimg.com/vi/KrAGfUQ_RHc/hqdefault.jpg,,PT5M13S,313,05:13,,,,,,,18403,44,29,5510,16894579.0,615.0,,skip
2025-05-18,서든,6t5D2r6PDMc,서든어택) 총 게임이 아닌 폭을 피하는 게임??...,#서든어택 #클랜전 #3대3 #세이브 #위폭 #라이플 #스나 #연승 #캐리,2024-01-02T03:47:20Z,UCw-kuicTdKcWho7FOVibmxg,용2tube ,"종합, 게임, 공포, 소개, 종합게임, 공포게임, 게임소개, 스팀, 무료, 서든어택, 에이보급, 에보, A보급, 용병, 클랜전, 랭크전, 랭겜, 랭전, Korean gam, Sudden Attack, an all-around game, Horror game, FPS, fps, 올킬, 세이브, 캐리, 스나, 라이플, 3대3, 에보 3대3, 위폭, 미키스나, 제리스나, 얼음스나, 장근, 킥스나, 랜딩",20,https://i.ytimg.com/vi/6t5D2r6PDMc/hqdefault.jpg,,PT12M38S,758,12:38,2d,hd,False,False,public,False,700,3,1,818,380470.0,908.0,2023-11-10T07:51:43.594792Z,ko
2025-05-18,배틀그라운드,ARYNt8BDIp0,유튜브 첫 인사 드립니다 배틀그라운드,배틀그라운드 듀오,2024-01-02T04:53:02Z,UCYq2mjhBI3fwnyAiGs4rOwg,우건,,22,https://i.ytimg.com/vi/ARYNt8BDIp0/hqdefault.jpg,,PT25M3S,1503,25:03,,,,,,,340,15,8,48,1419.0,9.0,,skip
2025-05-18,서든,YdggkTao4b4,[서든어택] 별풍선 총 100만개가 걸린 역대급 대룰내전,"서든어택 아프리카BJ 내생일712 
이번에 드디어 저희가 대룰내전을 했습니다!!!
역대급 라인업 와우!!! 월클 비제이들 총 출동했다고~~~~!!!!!!
다들 흔쾌히 섭외를 허락해주셔서 얼마나 감사한지 모르겠어용ㅎㅎㅎ
100,000개 펀딩 걸린 대룰내전!!!!
과연 누구팀이 이길것인가?!?!
두구두구두구둑둑둑!!!!!!
다들 끝까지 봐주세용❤❤❤❤
썸네일에 이름 쓸 수 있게 정말 흔쾌히 허락해주신
BJ신카미님, 킥갓님, 강승산님, 입벌구현성님, 슉맨님 정말정말
진심으로 감사드립니다!!!!!!!!열심히 하겠습니다!!!!!!!!!!!
원본 풀 영상은 아프리카tv에 있어욤ㅎㅎ
많.관.부~~♡
아프리카TV ""내생일712"" 즐겨찾기도 해주시면 감사하겠습니당ㅎㅎ

#서든어택  #소통 #친구 #탄이클 #클랜원 #리액션 #서든 #하정우 #리액션맛집 #서든패스 #랭크전 #파티 #파랭 #클랜 #suddenattack #내생일712 #게임 #게임방송 #ゲーム #放送 #友よ #아프리카tv #惜しい #Game #Gameplay #소통맛집 #OMG #FPS #fpsgames  #AFTV #bj #내기 #대결 #레전드 #솔랭 #랭커 #vip #vvip #대내 #대룰내전 #슉맨 #신카미 #현성 #킥 #강승산

2023-10-29",2024-01-02T05:22:26Z,UCP99-871i1IsB2MsE7FAzig,내생일712,,20,https://i.ytimg.com/vi/YdggkTao4b4/hqdefault.jpg,,PT15M24S,924,15:24,,,,,,,1934,15,28,1280,324028.0,180.0,,skip
2025-05-18,배틀그라운드,01q9GX9b6b4,#실시간방송 #종합게임채널 #루팡쓰 #배틀그라운드 #카배 #와일드리프트  #여성유저 #실시간게임 #즐겜 #소통 #실시간모배 #발로란트 #디아블로이모탈🍀구독✔좋아요👍알림설정🔔,"구독✔,좋아요👍,알림설정🔔 부탁드립니다~!!

저는 시청자분들과 소통하고, 즐겜하는 즐겜유저or게임스트리머일뿐입니다~
그러니 기분 나쁜 언어와 말투는 가급적 삼가해주시기 바랍니다.

안녕하세요, 루팡쓰 입니다.
🍀오늘도 시청해주시고, 참여해주시는 분들께 항상 감사드립니다.🍀

💕루팡쓰님께 후원하기💕
https://toon.at/donate/rupangss 후원은 사랑입니다~~^~^♥

📣📣📣저격,방플,테러 하지 말아주세요📣📣📣
📣📣📣지나친 악플들은 달지 말아주세요📣📣📣
📣📣📣지나친 악플은 누구나 상처 받을 수 있습니다📣📣📣
📣📣📣지나친 악플로 인해 누군가에게 상처 주지 맙시다📣📣📣
📣📣📣본인의 키보드 타자로 인해 누군가는 상처받는다는 걸
꼭 명심하고 ,상처 주지 마시길 바랄게요!!📣📣📣

#종합 게임 실시간 방송 #종합게임 #실시간 게임  #실시간게임방송 #실시간방송 #루팡쓰  #rupangss  #Youtube Lupangss  #YouTube_rupangss #rupangss #카배 #배틀그라운드 #발로란트 #와일드리프트 #와맆 #실시간 소통 #로컬시참  #소통환영 #종합게임채널 #실시간 종합게임  #루팡쓰실시간 #로컬시참  #실시간모배 #모바일배그 #실시간모배시참 #모배시참 #모배커스텀 #커스텀시참 #루팡쓰실시간 #실시간 종합 게임 #디아블로이모탈  #강령술사 #샤코섭 
#여성유저 #실시간 #즐겜 #소통 #실시간게임방송 #실시간와맆 #모바일 와맆  #실시간소통 #힐링 #모바일게임 #구독 #좋아요 #알림설정 #모바일 디아블로 이모탈 #실시간 모바일게임 #힐링음악 #힐링 #디아블로이모탈 

*유튜브 채널주소*
https://www.youtube.com/channel/UCW_BzW9-UknXH9XlfWFU14g
구독, 좋아요, 알림설정 부탁드립니다.
*단톡방 주소*
https://open.kakao.com/o/g0RnPh1f
*디코 주소*
궁금하면 직접물어볼것.
*갠톡 or 문의 주소*
https://open.kakao.com/o/s7vtUh1f

*.실시간방송시 , 악플러, 테러, 욕설, 지나간 내용에 대한 언급은
 되도록이면 자제 부탁드립니다.
언급할시 벤 처리 하도록 하겠습니다.*


❤️ 𝑷𝒍𝒆𝒂𝒔𝒆 𝒔𝒖𝒃𝒔𝒄𝒓𝒊𝒃𝒆!
❤️ 𝑷𝒍𝒆𝒂𝒔𝒆 𝒔𝒖𝒃𝒔𝒄𝒓𝒊𝒃𝒆!
❤️ 𝑷𝒍𝒆𝒂𝒔𝒆 𝒔𝒖𝒃𝒔𝒄𝒓𝒊𝒃𝒆!
❤️ 𝑷𝒍𝒆𝒂𝒔𝒆 𝒔𝒖𝒃𝒔𝒄𝒓𝒊𝒃𝒆!
❤️ 𝑷𝒍𝒆𝒂𝒔𝒆 𝒔𝒖𝒃𝒔𝒄𝒓𝒊𝒃𝒆!",2024-01-02T06:55:45Z,UCW_BzW9-UknXH9XlfWFU14g,루팡쓰,"#실시간방송, #종합게임채널, #루팡쓰, #배틀그라운드, #카배, #와일드리프트, #디아블로이모탈, #발로란트, #YouTube_rupangss, #소통, #여성유저, #모배, #시참환영, #마이크필수, #실시간게임, #즐겜, #구독, #좋아요, #알림설정",20,https://i.ytimg.com/vi/01q9GX9b6b4/hqdefault.jpg,,PT4M32S,272,04:32,,,,,,,451,0,0,3450,220806.0,374.0,,skip
2025-05-18,배틀그라운드,roCS5yWN8C4,다들.. 주사가 어떻게 되세요? [음주 배틀그라운드],"▶ 비즈니스 문의 : tleod1818@gmail.com
▶ 빙밍 팬카페 : https://cafe.naver.com/vmvmvmu

🎵Music provided by 브금대통령
Track : 뉘예뉘예 - https://youtu.be/r0zC62qBm_w?si=sLxdgGHHfF_GMBGG

🎵Music provided by 브금대통령
🎵Track : Ending Waltz - https://youtu.be/VMuUcNQzwaI?si=2O8g--ZcTYmg-cPL

🎵Music provided by 브금대통령
🎵Track : 인생 뭐 있냐 - https://youtu.be/EJR1MutUW9o",2024-01-02T08:30:16Z,UCpHTnIgmUhFnvQhcMJkPhdQ,빙밍,"빙밍, 버츄얼, 아프리카tv, 킴성태, 임아니, 쪼이, 오아, 코코양, 따스히, 박사장",20,https://i.ytimg.com/vi/roCS5yWN8C4/hqdefault.jpg,,PT6M47S,407,06:47,,,,,,,9015,169,21,20000,3731309.0,204.0,,skip
2025-05-18,서든,vIWKri3SSO0,레전드 구간에서 핵의심.. 특급칭찬 받았어요!! 【서든어택 친절한라라】,"아프리카TV 서든어택 여성유저 No.1 BJ친절한라라 
http://afreecatv.com/mygim02
아프리카TV 생방송시간 : 매일 오후 7시 시작 / 매주 화요일 휴방

#서든 #친절한라라 #라라",2024-01-02T08:56:54Z,UCGrPkd9rA3yYuGZiT90RyLA,친절한라라,"서든어택, 서든, 생존, 생존모드, 시범단지, 32구역, 미라지, 미라지라라, 라라, 친절한라라, 파이널존, 듀오, 로리, 클전, 3보급, 에이보급, 에보, 시참, 꿀잼, 미션, 우승, 랭크전, 3보급구역, 3보급생존, 승급전, 레전드, 제리, 꿀맨, 허진석, 이성민, 날도, 브레드, 서든운영자, 서든정지, 서든신고, 서든제재, 보급, 라라목소리, 시그, 파마스, 사기총, 랜딩, 챔스, 대룰, 머더, 일대일, 1:1, 서든1위, 캐리, 세이브, 키티, 슉맨, 위폭강좌, 랭크전캐리, 킬내기, 공부, 멩밍이잉, 개인전, 꿀보이스, 파존, 조종, 조종핵, 라라랭크전, 랭크전라라, 서든랭크전, 시단라라, 시범단지라라, 라라시단, 라라시범단지, 김주일, 갓주일, 서든주일, 서든 주일, 주일라라, 라라주일, 외쳐갓주일, 친절한라라얼굴, 친절한라라얼공, 친절한라라목소리, 위티, 강승산, 킥스나, 킥갓, 김지훈, 서한결, 장근이, 장근, 미키스나, 미키, 선고링, 앵늘, 꼬맹희, 차승아, 네이비, 임준영, 라라레전드, 라라핵의심, 라라핵, 친절한라라핵, 친절한라라레전드",20,https://i.ytimg.com/vi/vIWKri3SSO0/hqdefault.jpg,ko,PT7M12S,432,07:12,2d,hd,False,True,public,False,10263,140,83,67000,13519981.0,464.0,2017-07-04T00:40:03Z,ko
